client_id,default
74835,0.04367555935111688
17527,0.3058478083938838
75683,0.06881445716832263
26883,0.08749952379916577
28862,0.025636768608014816
99881,0.1462179583743753
26630,0.293598248637889
79934,0.03445844118698794
16605,0.030902197885033754
105449,0.02687880976845768
49000,0.12301466117553031
28589,0.06717003772737155
7706,0.03488487479214399
96743,0.058234199832652184
63018,0.33379687257327056
68282,0.04969007291404019
25663,0.06930596232734228
39302,0.1335307680856667
84204,0.058842209357230085
44202,0.2651398027364811
102650,0.11974928549696075
19519,0.20692235900383213
47829,0.06204143610955089
10899,0.05823786085825143
16211,0.06305924517773849
9490,0.057044920675157075
37563,0.3046887880141966
85637,0.12509577294278262
26718,0.17632737098384813
58572,0.20192867333201803
91847,0.03946592002069443
45575,0.08322553254635406
8526,0.15755719153837053
84636,0.18251008515456965
67318,0.1516012211307245
2695,0.15028875246557033
76039,0.07203086513296825
47451,0.1252768421166186
71789,0.1465576214411189
11403,0.048165804985564456
100327,0.12295424269672545
2855,0.13078208457144216
101424,0.05725016076324675
88773,0.07017334809698977
39167,0.08655887932432371
37001,0.06615288486975864
96705,0.03330094485588523
84528,0.12343578257553456
77533,0.33377873843634237
57838,0.05482830645575059
77427,0.050699766027239496
84737,0.1262087648930345
108836,0.03090219863324872
107885,0.044550915225264894
15618,0.10418352471897437
79078,0.12727965310535236
24711,0.220728092263519
5105,0.09409916080934494
46200,0.12944383041598195
47138,0.15832267969042313
29418,0.10519656553824466
8116,0.0811265341392203
91348,0.10403768742867538
26136,0.1601896809172046
46407,0.158777915052611
65469,0.08328626078460799
90137,0.15630840545803903
23997,0.06753705177177176
53299,0.19335891409335493
1863,0.02409760612304046
17480,0.2020716208571334
56711,0.082138337955606
60933,0.05499966333174752
104322,0.08767750693021653
49604,0.08483585698265789
39809,0.2889634931808721
85778,0.06834836055723639
52445,0.14563454630087197
80390,0.09579203236031111
805,0.16041881568110367
67224,0.026844200891868626
23033,0.03435630651311358
32775,0.046057150613591585
19865,0.09863436964110305
35371,0.09074296974505805
56038,0.12910879972012845
23368,0.06684879536471344
77105,0.1182790296830858
22564,0.4231181456714624
46368,0.06367576552972803
88516,0.15121067635433816
77171,0.03692961856683838
106102,0.04238134723885139
25435,0.09969829824970099
42614,0.054289420359130314
29540,0.2809191860142824
48473,0.08125556385472896
38274,0.12287377573320503
78135,0.36371933484211943
43986,0.21888068627171933
88839,0.19286569298983006
87863,0.02382821179866379
6528,0.03810916894676981
70557,0.07020871356778856
96677,0.023749917150607727
76686,0.08044599763609435
26451,0.17635735026076155
31039,0.2562540114526444
54382,0.06440193111486478
105054,0.13870193113492454
43510,0.11308402716545662
77798,0.09031699209776978
41781,0.10176799762477022
12540,0.31675064475322245
43913,0.27104324543602587
38021,0.08534669278243819
46592,0.034151019768754044
29129,0.06413532328869899
106331,0.05298882966544748
83680,0.1653864231147204
80437,0.40634524672576383
32508,0.04568352246479643
76472,0.23472508976817993
86910,0.0923738397005324
9987,0.09424690808160704
27419,0.12846412336436894
52902,0.1296202297686973
75674,0.1309371017287751
34794,0.026173491290515945
107464,0.3154764261260412
97027,0.2227024655316334
39859,0.019848499654254663
97274,0.231988919592263
96800,0.03698379006592326
82080,0.11399316624196501
45431,0.030632397142214496
60975,0.10484351950718966
79281,0.06576752481189185
30657,0.22834077860830185
11728,0.11273852509517716
109850,0.12518374292549075
33944,0.4938364855654009
34383,0.05937206316932989
36240,0.09404106525834088
7728,0.5636496440833334
5402,0.11673764939148311
54180,0.1306023276069854
94181,0.018143217188997796
29334,0.19323782453055413
76086,0.03692747522444605
57160,0.1099779256131545
74744,0.06137125687483149
51733,0.022308641505732526
46635,0.15131557770439474
66040,0.1371187248084445
8853,0.33847788340503676
38048,0.39077828016949273
29192,0.2490368580241851
71027,0.0633016110824009
96068,0.059513225710080296
21867,0.08448679893570996
100867,0.09118693699795126
20825,0.14168927790842745
35137,0.04419725722823686
64771,0.09825234336491936
55922,0.19018619481195562
78069,0.018759401436673546
56864,0.10567306025692082
87471,0.05715035921672779
72211,0.25305708868319204
187,0.043953827086144336
50438,0.05896152798399672
17928,0.044647926693419326
3419,0.06295641737031155
65536,0.2097298593254611
89316,0.17950894640926748
21272,0.026957378132569612
85076,0.1905229379474951
1479,0.06187270717639648
8135,0.2873892829934981
3913,0.07394846439914064
91344,0.05227001230764321
32514,0.2182628868673253
39559,0.13069896652407512
26281,0.1593205642173041
98433,0.14557890834864942
81717,0.13578660366260686
99344,0.07857349873416698
85881,0.048274626678288836
80556,0.2987646969404514
105500,0.1311309661457795
70008,0.13360821405486709
91463,0.10714636415631881
107088,0.1352043124911206
104158,0.06824130400967895
20218,0.18108649181148576
573,0.11875759814024921
38443,0.04298711513707033
73113,0.07037953450161094
99049,0.12793673177367634
82199,0.016248889580348317
60808,0.06364351586599752
103260,0.05940577369884514
77438,0.2795079417575604
40320,0.3210727924364339
84124,0.051411060201719115
69231,0.26959372543023213
82821,0.10195601318584498
54726,0.16966662415558414
37778,0.06891562472683653
108116,0.03448797997980312
43598,0.1960868435488139
23345,0.04464724030454275
105157,0.1086257795450519
43973,0.3556673574726509
79887,0.17027220341419275
92320,0.17516739642682483
54418,0.19624787602891292
79971,0.15203714234609475
45451,0.10664738463681349
106772,0.09143814641704466
29223,0.027948650738248017
86360,0.05641958391265297
